"Pipeline","Amount","Churn","Contract.Length","Has.Ever.Been.Poc","Country","Tier","Industry","Created.On.Platform","No.Of.Conversations.Q1.To.Q3","Avg.Conversation.Rating.Q1.To.Q3","Avg.No.Of.Conversation.Parts.Q1.To.Q3","Created.Campaigns.Q1.To.Q3","Live.Campaigns.Q1.To.Q3","No.Of.Integrations.Q1.To.Q3","Previous.No.Of.Deals","Percentage.Going.Live","Distinct.Game.Types.Used","Distinct.Live.Game.Types.Used","Avg.Unique.Reg.Rate.Q1.To.Q3","Avg.Time.Spent.Q1.To.Q3","Days.Until.First.Campaign","Days.Until.First.Live.Campaign"
"Renewal sales pipeline",20161.2903225806,"0",365,"No","DK","Enterprise","B2B",2017,7,5,29.2,41,2,2,0,0.0487804878048781,5,1,0.35662742349346,18.5952380952381,189,247
"Renewal sales pipeline",10080.6451612903,"0",366,"No","DK","A","Retailers",2018,7,4.66666666666667,16.1666666666667,109,61,4,0,0.559633027522936,15,6,0.557145748776972,27.1509433962264,7,15
"Renewal sales pipeline",12096.7741935484,"1",365,"No","DK","A","Retailers",2019,0,4.70372488511426,26.0515683679166,5,2,1,0,0.4,4,1,0.540919667943164,14,101,109
"Renewal sales pipeline",15322.5806451613,"0",365,"No","DK","A","Media & entertainment",2016,4,5,10.25,96,28,2,0,0.291666666666667,18,5,0.421857648101268,60.9270833333333,8,45
"Renewal sales pipeline",0.134408602150538,"0",365,"No","DK","A","Media & entertainment",2016,40,4.58333333333333,23.7948717948718,190,94,8,1,0.494736842105263,23,14,0.405584862642466,75.3364928909953,4,27
"Renewal sales pipeline",10080.6451612903,"0",365,"No","DK","A","NGO/interest organisations/labour unions",2018,6,5,42.25,50,21,6,0,0.42,9,5,0.259175754979157,40.53125,17,17
"Renewal sales pipeline",10080.6451612903,"0",365,"No","DK","A","NGO/interest organisations/labour unions",2018,29,4.875,26.6153846153846,17,7,8,1,0.411764705882353,6,3,0.214992473960954,33.4117647058824,26,35
"Renewal sales pipeline",5241.93548387097,"1",365,"No","DK","C","Consumer brands",2019,9,4.70372488511426,32.75,17,13,1,0,0.764705882352941,5,6,0.314305846291952,30.2352941176471,1,10
"Renewal sales pipeline",8064.51612903226,"0",366,"No","DK","A","Retailers",2018,0,4.70372488511426,26.0515683679166,9,6,2,0,0.666666666666667,5,2,0.325007666851121,102.454545454545,21,24
"Newbizz Pipeline",3763.44086021505,"1",381,"No","DK","C","Consumer brands",2020,0,4.70372488511426,26.0515683679166,10,5,3,0,0.5,4,1,0.292182597729324,16.75,10,35
"Renewal sales pipeline",15040.3225806452,"0",365,"No","UK","Enterprise","B2B",2020,47,4.95652173913043,26.952380952381,22,10,2,1,0.454545454545455,9,4,0.416739385180315,26.7916666666667,13,96
"Newbizz Pipeline",6720.43010752688,"0",365,"Yes","DK","B","Consumer brands",2020,0,4.70372488511426,26.0515683679166,5,5,2,0,1,2,2,0.323843419665894,50.4,7,22
"Newbizz Pipeline",8736.55913978495,"0",365,"No","DK","B","Retailers",2021,5,5,37.2,10,1,4,0,0.1,4,1,0.502756339581037,7.78947368421053,8,69
"Newbizz Pipeline",14784.9462365591,"0",365,"No","DK","A","Pharma / Healthcare",2020,10,4.85714285714286,18.5,10,6,2,0,0.6,5,3,0.176010190323116,42.9230769230769,49,69
"Newbizz Pipeline",4032.25806451613,"0",407,"No","DK","C","Retailers",2020,11,4.66666666666667,48,12,3,2,0,0.25,6,3,0.294802612159873,25.9230769230769,11,64
"Newbizz Pipeline",7661.29032258064,"1",426,"No","DK","B","NGO/interest organisations/labour unions",2020,28,4.375,27.2307692307692,16,6,4,0,0.375,4,3,0.205127547764458,46.5348837209302,18,-91
"Newbizz Pipeline",7392.47311827957,"0",403,"No","DK","B","NGO/interest organisations/labour unions",2020,12,5,23.8181818181818,6,1,2,0,0.166666666666667,3,1,0.176420695504665,16,12,164
"Newbizz Pipeline",6720.43010752688,"0",610,"No","DK","B","Energy / utility",2020,2,5,15,11,0,2,0,0,6,0,0.367182631923119,25.7272727272727,3,72.8333333333333
"Newbizz Pipeline",7720.69892473118,"0",365,"No","FI","B","B2B",2020,1,4.70372488511426,26.0515683679166,11,5,2,0,0.454545454545455,4,3,0.367182631923119,26.6666666666667,27,75
"Newbizz Pipeline",6720.43010752688,"0",226,"No","DK","B","Education (university, online training, schools)",2020,14,5,16.1538461538462,26,9,4,0,0.346153846153846,9,7,0.589229777688616,34.4074074074074,21,29
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","B","Education (university, online training, schools)",2020,18,4.92857142857143,24.2777777777778,24,11,2,1,0.458333333333333,6,3,0.367182631923119,47.0384615384615,12,56
"Newbizz Pipeline",4704.30107526882,"1",391,"No","DK","C","Media & entertainment",2020,3,5,26.3333333333333,26,5,1,0,0.192307692307692,10,4,0.414661232644062,33.1153846153846,9,21
"Newbizz Pipeline",6517.47311827957,"0",426,"No","FI","B","Energy / utility",2020,0,4.70372488511426,26.0515683679166,7,0,1,0,0,4,0,0.367182631923119,0,12,72.8333333333333
"Newbizz Pipeline",9408.60215053763,"1",369,"No","DK","B","NGO/interest organisations/labour unions",2020,10,5,21.5555555555556,11,1,1,0,0.0909090909090909,5,1,0.308539944903581,21.0909090909091,7,182
"Newbizz Pipeline",7941.29032258064,"1",365,"No","FI","B","Retailers",2020,2,5,28.5,31,23,2,0,0.741935483870968,6,4,0.812935796617876,19.5454545454545,8,62
"Newbizz Pipeline",20053.7634408602,"0",365,"No","UK","Enterprise","B2B",2020,3,5,15.5,52,1,2,0,0.0192307692307692,6,1,0.180910099889012,117.948275862069,1,237
"Newbizz Pipeline",16532.2580645161,"0",365,"No","UK","B","Consumer brands",2020,12,4.85714285714286,29.8333333333333,18,2,2,0,0.111111111111111,5,2,0.411003236245955,12.2777777777778,1,101
"Newbizz Pipeline",13870.9677419355,"0",365,"No","UK","C","B2B",2020,2,5,12,7,3,4,0,0.428571428571429,5,3,0.138356629324772,27.6,6,77
"Newbizz Pipeline",44086.0215053763,"0",365,"No","UK","Enterprise","Consumer brands",2020,0,4.70372488511426,26.0515683679166,54,26,0,0,0.481481481481481,2,2,0.492608013371984,71.2037037037037,48,141
"Newbizz Pipeline",10752.688172043,"0",465,"No","DK","A","Media & entertainment",2020,44,4.60869565217391,39.875,16,8,5,0,0.5,8,5,0.376487510936668,33.5,6,29
"Newbizz Pipeline",12096.7741935484,"0",366,"Yes","DK","A","Retailers",2020,7,4.8,37.5714285714286,15,4,0,0,0.266666666666667,8,2,0.640352483408552,14,122,142
"Newbizz Pipeline",10080.6451612903,"0",421,"No","DK","A","Education (university, online training, schools)",2020,32,4.15,31.0322580645161,24,1,2,0,0.0416666666666667,6,1,0.174257425742574,4.32,24,257
"Newbizz Pipeline",4211.29032258064,"0",334,"No","DK","Enterprise","Retailers",2020,14,4.875,29.0714285714286,36,11,5,0,0.305555555555556,15,3,0.195820469774599,13.3488372093023,43,120
"Newbizz Pipeline",6586.02150537634,"0",375,"No","DK","B","NGO/interest organisations/labour unions",2020,1,4.70372488511426,21,21,6,1,0,0.285714285714286,9,5,0.367182631923119,57.4285714285714,8,39
"Renewal sales pipeline",9408.60215053763,"0",365,"No","DK","Enterprise","Consumer brands",2019,2,4.70372488511426,35.5,3,2,0,0,0.666666666666667,3,1,0.367182631923119,0,237,72.8333333333333
"Newbizz Pipeline",8021.50537634409,"0",365,"No","FI","C","Education (university, online training, schools)",2020,1,4.70372488511426,6,6,2,3,0,0.333333333333333,3,1,0.499584889995849,79.8181818181818,3,38
"Newbizz Pipeline",10000,"0",365,"No","FI","B","Retailers",2021,8,5,16.7142857142857,8,2,3,0,0.25,7,2,0.331350581973297,43.2307692307692,2,56
"Newbizz Pipeline",10528.2258064516,"0",365,"No","FI","B","Education (university, online training, schools)",2021,3,4,37.6666666666667,11,0,3,0,0,6,0,0.367182631923119,8.5,12,72.8333333333333
"Newbizz Pipeline",17634.4086021505,"0",365,"No","UK","B","Travel & Leisure",2020,4,4.5,23.25,19,9,4,0,0.473684210526316,8,4,0.417486391060167,28.5238095238095,6,31
"Newbizz Pipeline",5013.44086021505,"0",365,"No","FI","C","Media & entertainment",2020,2,5,55,16,3,1,0,0.1875,9,3,0.0837660089996539,7.5,7,41
"Newbizz Pipeline",22177.4193548387,"0",379,"No","DK","A","Consumer brands",2020,0,4.70372488511426,26.0515683679166,6,3,4,0,0.5,2,1,0.367182631923119,31.4285714285714,33,41
"Newbizz Pipeline",10080.6451612903,"0",373,"No","DK","A","Financial services",2020,0,4.70372488511426,26.0515683679166,3,1,4,0,0.333333333333333,1,1,0.340660782834082,88.6666666666667,17,45
"Newbizz Pipeline",4512.09677419355,"0",365,"No","FI","A","Retailers",2020,18,4.42857142857143,21.0588235294118,6,2,1,0,0.333333333333333,3,2,0.517707772653903,39.5,3,38
"Newbizz Pipeline",9408.60215053763,"0",365,"No","DK","A","Media & entertainment",2021,5,5,18.2,5,1,1,0,0.2,1,1,0.367182631923119,35.4,5,43
"Newbizz Pipeline",17137.0443548387,"0",365,"No","UK","C","Education (university, online training, schools)",2021,7,4.8,25.5714285714286,14,0,2,0,0,6,0,0.367182631923119,8.28571428571429,10,72.8333333333333
"Newbizz Pipeline",12096.7741935484,"0",365,"No","DK","A","Media & entertainment",2021,21,4.55555555555556,18.8,22,11,2,0,0.5,8,3,0.412811538634388,35.8260869565217,14,26
"Newbizz Pipeline",17634.4086021505,"0",365,"No","DK","Enterprise","B2B",2021,1,4.70372488511426,26.0515683679166,4,0,0,0,0,3,0,0.367182631923119,26,4,72.8333333333333
"Renewal sales pipeline",4032.25806451613,"0",366,"No","DK","A","Retailers",2018,0,4.70372488511426,26.0515683679166,9,6,2,0,0.666666666666667,5,2,0.325007666851121,102.454545454545,21,24
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","Enterprise","Media & entertainment",2016,27,4.78571428571429,20.0416666666667,25,10,6,0,0.4,7,3,0.125306347947126,10.4470588235294,14,13
"Newbizz Pipeline",13440.8602150538,"0",365,"No","DK","Enterprise","Media & entertainment",2018,7,4.8,31.5714285714286,62,42,6,1,0.67741935483871,9,4,0.165664707989492,61.1940298507463,6,17
"Renewal sales pipeline",3360.21505376344,"0",366,"No","DK","B","Travel & Leisure",2018,14,4.8,24.4615384615385,9,2,5,0,0.222222222222222,4,1,0.422135139998701,25.4615384615385,34,43
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Travel & Leisure",2018,11,4.70372488511426,23.8181818181818,7,2,4,1,0.285714285714286,4,2,0.326052607119621,30.4444444444444,6,13
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","Energy / utility",2017,15,5,38.7857142857143,48,18,4,0,0.375,15,7,0.262505277044009,17.6781609195402,5,24
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Travel & Leisure",2016,2,4,38,8,1,1,1,0.125,4,1,0.367182631923119,18.75,5,72.8333333333333
"Renewal sales pipeline",5376.34408602151,"0",366,"No","DK","B","B2B",2018,2,5,19,16,1,4,0,0.0625,4,1,0.274264671217715,39.6842105263158,26,92
"Renewal sales pipeline",5376.34408602151,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2018,16,4.71428571428571,37.2142857142857,22,5,6,0,0.227272727272727,7,5,0.208852548582393,54.1666666666667,2,55
"Renewal sales pipeline",4704.30107526882,"0",365,"No","DK","C","NGO/interest organisations/labour unions",2018,37,4.78947368421053,23.3529411764706,12,4,6,2,0.333333333333333,5,3,0.067705269103146,68.7,33,36
"Renewal sales pipeline",4704.30107526882,"0",397,"No","DK","C","NGO/interest organisations/labour unions",2018,23,4.86666666666667,37.8695652173913,21,11,6,0,0.523809523809524,5,4,0.141595915444995,40.2352941176471,8,8
"Newbizz Pipeline",16500,"0",427,"No","NL","Enterprise","Travel & Leisure",2021,21,4.66666666666667,18.0555555555556,28,0,3,0,0,12,0,0.367182631923119,0,9,72.8333333333333
"Newbizz Pipeline",16500,"0",427,"No","NL","Enterprise","Travel & Leisure",2021,0,4.70372488511426,26.0515683679166,1,0,0,0,0,1,0,0.367182631923119,0,14,72.8333333333333
"Renewal sales pipeline",13440.8602150538,"0",365,"No","DK","A","Retailers",2019,0,4.70372488511426,26.0515683679166,1,1,1,1,1,1,1,0.367182631923119,0,16,72.8333333333333
"Newbizz Pipeline",13440.8602150538,"0",365,"No","DK","A","Retailers",2019,0,4.70372488511426,26.0515683679166,29,27,2,0,0.931034482758621,7,8,0.367182631923119,159.666666666667,34,42
"Renewal sales pipeline",6720.43010752688,"0",455,"No","DK","B","Travel & Leisure",2015,3,5,48.6666666666667,2,1,1,2,0.5,2,1,0.367182631923119,32,6,176
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Energy / utility",2017,11,4.5,12.8333333333333,4,3,2,1,0.75,3,3,0.367182631923119,83.3333333333333,34,96
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","A","Telecommunications / Broadband/internet",2017,42,5,24.5952380952381,69,38,4,0,0.550724637681159,11,11,0.657497554710752,35.3561643835616,12,20
"Renewal sales pipeline",10752.688172043,"0",365,"No","DK","A","Telecommunications / Broadband/internet",2017,3,5,27.6666666666667,33,3,2,1,0.0909090909090909,9,3,0.364842490266251,7.32352941176471,4,7
"Newbizz Pipeline",17473.1182795699,"0",396,"No","DK","A","Education (university, online training, schools)",2021,3,4.66666666666667,12.6666666666667,7,4,1,1,0.571428571428571,3,2,0.367182631923119,38.1428571428571,27,49
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","A","Energy / utility",2019,30,4.54545454545455,27.2,3,0,1,1,0,1,0,0.367182631923119,24.6666666666667,152,72.8333333333333
"Renewal sales pipeline",3360.21505376344,"0",365,"Yes","DK","C","Media & entertainment",2018,4,4.70372488511426,46.5,12,5,0,1,0.416666666666667,4,2,0.430700206844517,48,136,139
"Renewal sales pipeline",3360.21505376344,"0",366,"Yes","DK","C","Media & entertainment",2018,11,4.5,18.8181818181818,41,6,0,0,0.146341463414634,5,4,0.472960752340324,28.3170731707317,35,45
"Renewal sales pipeline",30241.935483871,"0",365,"No","DK","Enterprise","Retailers",2015,70,4.94736842105263,32.7727272727273,2,0,1,0,0,2,0,0.367182631923119,0,85,72.8333333333333
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","A","Retailers",2018,13,5,26.8461538461538,3,1,4,2,0.333333333333333,3,1,0.367182631923119,0,42,72.8333333333333
"Renewal sales pipeline",13440.8602150538,"0",458,"No","DK","A","Retailers",2018,1,4.70372488511426,26.0515683679166,14,9,4,0,0.642857142857143,10,6,0.546889973088182,38.75,9,31
"Renewal sales pipeline",4704.30107526882,"0",365,"No","DK","C","B2B",2019,10,5,32.2,14,7,6,1,0.5,5,3,0.179890023566379,43.2068965517241,4,35
"Renewal sales pipeline",10752.688172043,"0",365,"No","DK","A","Retailers",2020,10,4.70372488511426,17.375,28,14,2,1,0.5,2,1,0.367182631923119,38.8214285714286,5,75
"Newbizz Pipeline",9408.60215053763,"0",366,"No","DK","A","NGO/interest organisations/labour unions",2020,10,4.5,25.4444444444444,12,5,3,0,0.416666666666667,6,3,0.122896299272354,49.6,2,11
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","NGO/interest organisations/labour unions",2019,15,4.71428571428571,47.5333333333333,6,3,5,0,0.5,4,3,0.546627387240959,47.0833333333333,108,122
"Renewal sales pipeline",20161.2903225806,"0",365,"No","DK","A","NGO/interest organisations/labour unions",2018,11,5,16.0909090909091,38,26,2,1,0.684210526315789,8,7,0.130396922298686,67.5121951219512,42,78
"Renewal sales pipeline",16801.0752688172,"0",366,"No","DK","A","NGO/interest organisations/labour unions",2018,19,4.5,25.4,34,5,4,0,0.147058823529412,9,3,0.184227268094003,41.0263157894737,4,62
"Newbizz Pipeline",3360.21505376344,"0",441,"No","DK","B","Retailers",2020,6,5,20.3333333333333,20,10,2,0,0.5,5,3,0.25476758045292,24.1363636363636,6,26
"Renewal sales pipeline",4704.30107526882,"0",426,"No","DK","B","Financial services",2019,1,4.70372488511426,14,22,8,4,0,0.363636363636364,6,3,0.665602345785589,48.1851851851852,3,79
"Renewal sales pipeline",10752.688172043,"0",365,"Yes","DK","Enterprise","Telecommunications / Broadband/internet",2019,2,5,20,10,9,3,1,0.9,6,6,0.278635590914755,42.2142857142857,6,7
"Newbizz Pipeline",10752.688172043,"0",486,"Yes","DK","Enterprise","Telecommunications / Broadband/internet",2019,8,4.66666666666667,23.4285714285714,12,4,6,0,0.333333333333333,8,3,0.265083534949558,37.5,28,57
"Newbizz Pipeline",6266.80107526882,"1",365,"Yes","NL","B","Travel & Leisure",2019,11,4.66666666666667,35.4545454545455,8,1,4,0,0.125,5,1,0.367182631923119,36.0714285714286,60,72.8333333333333
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Retailers",2015,0,4.70372488511426,26.0515683679166,3,1,2,0,0.333333333333333,2,1,0.406321293994002,45.5,55,69
"Newbizz Pipeline",12096.7741935484,"0",365,"No","DK","B","Consumer brands",2021,14,4.7,44.5,13,8,3,0,0.615384615384615,7,5,0.280325988039508,32.3125,6,20
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Retailers",2015,0,4.70372488511426,26.0515683679166,1,0,2,1,0,1,0,0.367182631923119,0,214,72.8333333333333
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","Consumer brands",2018,1,5,24,1,0,0,0,0,1,0,0.367182631923119,0,163,72.8333333333333
"Renewal sales pipeline",12768.8172043011,"0",365,"No","DK","A","Financial services",2014,5,5,45.6,12,3,4,0,0.25,3,2,0.461193260718625,51.4615384615385,28,56
"Renewal sales pipeline",2688.17204301075,"1",422,"No","DK","C","Consumer brands",2018,0,4.70372488511426,26.0515683679166,25,0,2,0,0,8,0,0.557296494897617,13.5862068965517,10,72.8333333333333
"Newbizz Pipeline",12768.8172043011,"0",364,"Yes","DK","Enterprise","Media & entertainment",2020,4,5,19.5,6,4,2,0,0.666666666666667,5,4,0.367182631923119,42.7142857142857,23,28
"Renewal sales pipeline",6048.38709677419,"0",365,"No","DK","C","Pharma / Healthcare",2016,9,5,36.6666666666667,32,27,2,1,0.84375,5,4,0.454988166793171,32.0625,46,61
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","C","Education (university, online training, schools)",2019,2,5,10.5,3,2,1,2,0.666666666666667,2,2,0.367182631923119,76.3333333333333,34,118
"Renewal sales pipeline",4704.30107526882,"0",365,"No","DK","C","NGO/interest organisations/labour unions",2019,0,4.70372488511426,26.0515683679166,3,0,0,2,0,1,0,0.367182631923119,0,241,72.8333333333333
"Newbizz Pipeline",12500,"0",395,"No","DK","A","Travel & Leisure",2020,4,4.75,12.5,22,6,1,0,0.272727272727273,10,3,0.391408496195812,23.7727272727273,1,173
"Renewal sales pipeline",8064.51612903226,"0",365,"No","DK","B","Travel & Leisure",2019,11,5,18.4545454545455,2,8,3,0,4,2,2,0.367182631923119,0,115,72.8333333333333
"Renewal sales pipeline",27573.9247311828,"0",365,"No","FI","Enterprise","Consumer brands",2019,0,4.70372488511426,26.0515683679166,13,13,3,0,1,9,9,0.417305542532875,46.3529411764706,9,28
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","B","Financial services",2015,1,4,12,20,7,2,0,0.35,11,6,0.367182631923119,30.1904761904762,3,72
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Energy / utility",2017,11,4.25,48.1818181818182,10,7,3,0,0.7,3,2,0.381572628517881,90.1176470588235,18,30
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","NGO/interest organisations/labour unions",2016,0,4.70372488511426,26.0515683679166,3,3,0,0,1,2,2,0.367182631923119,9.33333333333333,3,275
"Newbizz Pipeline",6357.52688172043,"0",365,"No","UK","C","Consumer brands",2020,0,4.70372488511426,26.0515683679166,7,3,4,0,0.428571428571429,3,2,0.186815140795926,27.0909090909091,4,-7
"Newbizz Pipeline",29301.0752688172,"0",434,"No","DK","Enterprise","Retailers",2019,13,4.4,45.5,29,11,2,0,0.379310344827586,9,3,0.0727494437176551,29.8275862068966,50,160
"Renewal sales pipeline",29301.0752688172,"0",365,"No","DK","Enterprise","Retailers",2019,1,4.70372488511426,13,1,0,1,1,0,1,0,0.367182631923119,0,35,72.8333333333333
"Renewal sales pipeline",7392.47311827957,"0",365,"No","DK","B","Media & entertainment",2017,22,5,23.6111111111111,51,31,2,0,0.607843137254902,6,5,0.499935093700576,60.7777777777778,9,35
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","C","Retailers",2016,0,4.70372488511426,26.0515683679166,2,2,1,0,1,2,1,0.367182631923119,0,9,72.8333333333333
"Renewal sales pipeline",16801.0752688172,"0",365,"Yes","DK","Enterprise","Consumer brands",2019,15,5,25.5714285714286,9,3,3,1,0.333333333333333,7,3,0.408906616711021,19.6,68,115
"Renewal sales pipeline",5848.68010752688,"0",214,"Yes","DK","Enterprise","Consumer brands",2020,1,4.70372488511426,81,9,1,1,0,0.111111111111111,5,1,0.267649789832595,45.7777777777778,221,244
"Newbizz Pipeline",8021.50537634409,"0",365,"No","FI","B","B2B",2019,3,5,18.6666666666667,36,1,0,0,0.0277777777777778,29,1,0.367182631923119,13.6666666666667,25,63
"Renewal sales pipeline",22043.0107526882,"0",365,"No","UK","A","Retailers",2019,8,5,34.875,16,9,2,1,0.5625,11,7,0.227604343521942,45.88,11,47
"Newbizz Pipeline",2419.35483870968,"1",458,"No","DK","C","Retailers",2019,0,4.70372488511426,26.0515683679166,5,1,3,0,0.2,4,1,0.627000719528647,33,2,38
"Newbizz Pipeline",3024.1935483871,"0",114,"No","DK","B","Travel & Leisure",2019,23,4.8,24.6363636363636,28,8,7,0,0.285714285714286,13,6,0.53724129273491,44.5,7,40
"Newbizz Pipeline",13440.8602150538,"0",339,"No","DK","A","Media & entertainment",2021,13,4.66666666666667,34.6153846153846,55,28,3,0,0.509090909090909,6,3,0.638317410723158,36.2321428571429,17,27
"Renewal sales pipeline",10026.8817204301,"1",365,"No","DK","B","Financial services",2019,9,4.66666666666667,20.3333333333333,6,6,5,0,1,4,4,0.166214063749846,41.85,59,60
"Renewal sales pipeline",20053.7634408602,"0",365,"No","NL","Enterprise","Consumer brands",2018,13,4.66666666666667,29.6153846153846,211,83,10,2,0.393364928909953,19,4,0.50448463586037,59.0467289719626,7,80
"Renewal sales pipeline",20053.7634408602,"0",458,"No","NL","Enterprise","Consumer brands",2018,35,4.33333333333333,70.8333333333333,19,5,3,0,0.263157894736842,9,2,0.859988976786411,14.741935483871,30,87
"Renewal sales pipeline",4704.30107526882,"0",365,"No","DK","B","Retailers",2018,4,5,41,7,6,2,1,0.857142857142857,5,5,0.350687017907457,59.875,35,80
"Newbizz Pipeline",6720.43010752688,"1",396,"No","DK","B","Energy / utility",2020,15,5,25.2142857142857,21,5,4,0,0.238095238095238,6,3,0.230919349980618,12.5277777777778,4,11
"Newbizz Pipeline",9408.60215053763,"0",365,"Yes","DK","A","Telecommunications / Broadband/internet",2021,0,4.70372488511426,26.0515683679166,18,13,3,0,0.722222222222222,7,5,0.165568980037352,45.1212121212121,3,4
"Newbizz Pipeline",14999.9556451613,"0",365,"Yes","FI","A","Retailers",2021,1,5,35,1,2,2,0,2,1,2,0.275271384885293,36,44,49
"Newbizz Pipeline",8021.50537634409,"0",366,"No","FI","B","Retailers",2019,5,5,10.3333333333333,18,12,4,0,0.666666666666667,11,9,0.503871523077298,58.6190476190476,21,26
"Renewal sales pipeline",3360.21505376344,"0",365,"No","DK","A","Consumer brands",2019,0,4.70372488511426,26.0515683679166,10,3,3,0,0.3,3,2,0.197127167658124,34,45,141
"Renewal sales pipeline",12096.7741935484,"0",365,"No","DK","A","Consumer brands",2019,0,4.70372488511426,26.0515683679166,40,12,5,1,0.3,11,2,0.493927125506073,42.3676470588235,3,48
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","B","Financial services",2017,0,4.70372488511426,26.0515683679166,4,1,0,0,0.25,1,1,0.367182631923119,12.75,137,146
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Financial services",2017,26,4.66666666666667,22.4782608695652,67,22,8,1,0.328358208955224,8,3,0.599325531094919,52.3719008264463,56,83
"Renewal sales pipeline",13440.8602150538,"0",366,"No","DK","A","Retailers",2017,43,4.9375,30.974358974359,36,13,6,0,0.361111111111111,11,7,0.353965663286206,25.1304347826087,12,94
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Consumer brands",2018,0,4.70372488511426,26.0515683679166,9,8,3,1,0.888888888888889,4,4,0.242346504548164,23.7272727272727,7,10
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Energy / utility",2016,14,4.85714285714286,31.2307692307692,21,9,3,1,0.428571428571429,5,2,0.273740569090612,41.0384615384615,19,70
"Renewal sales pipeline",8736.55913978495,"0",365,"No","DK","Enterprise","Telecommunications / Broadband/internet",2018,6,4.66666666666667,25.6666666666667,5,3,2,1,0.6,2,1,0.244892547189176,53.6,69,77
"Renewal sales pipeline",6720.43010752688,"0",366,"No","DK","B","Media & entertainment",2016,0,4.70372488511426,26.0515683679166,58,31,4,0,0.53448275862069,11,6,0.516529035243345,34.9833333333333,2,30
"Renewal sales pipeline",6720.43010752688,"0",365,"No","DK","B","Media & entertainment",2016,32,4.83333333333333,17.6875,122,73,5,1,0.598360655737705,16,13,0.444989800316318,54.0819672131148,18,20
"Renewal sales pipeline",4166.66666666667,"0",365,"No","DK","B","B2B",2019,0,4.70372488511426,26.0515683679166,31,6,3,2,0.193548387096774,12,2,0.367182631923119,33.2424242424242,5,75
"Newbizz Pipeline",5241.93548387097,"0",458,"No","DK","B","B2B",2019,11,4.71428571428571,28.2727272727273,39,5,3,0,0.128205128205128,16,4,0.221865330626134,49.725,8,44
"Newbizz Pipeline",8736.55913978495,"1",366,"Yes","DK","B","Travel & Leisure",2019,0,4.70372488511426,26.0515683679166,10,5,1,0,0.5,3,2,0.390722266285509,30.2,33,47
"Newbizz Pipeline",7392.47311827957,"0",455,"Yes","DK","C","Retailers",2017,3,4.5,16,4,2,2,0,0.5,3,2,0.387965454278435,39.2,12,18
"Renewal sales pipeline",8500,"0",365,"No","FI","C","Energy / utility",2019,3,4.70372488511426,31,1,1,0,1,1,1,1,0.255583126550868,143,60,73
"Renewal sales pipeline",7392.47311827957,"0",365,"No","DK","B","Education (university, online training, schools)",2020,7,5,28.1428571428571,9,0,2,1,0,7,0,0.542372881355932,58.7777777777778,22,72.8333333333333
"Newbizz Pipeline",7392.47311827957,"0",366,"No","DK","B","Education (university, online training, schools)",2020,10,4.85714285714286,21.8,13,0,5,0,0,6,0,0.367182631923119,67.9411764705882,3,304
"Newbizz Pipeline",9876.47849462366,"1",366,"Yes","NL","B","Financial services",2019,0,4.70372488511426,26.0515683679166,18,0,0,0,0,2,0,0.367182631923119,31.3888888888889,40,72.8333333333333
"Newbizz Pipeline",5514.78494623656,"0",365,"No","NL","C","NGO/interest organisations/labour unions",2019,7,4.33333333333333,16,22,6,2,0,0.272727272727273,7,2,0.185193303650755,39.4814814814815,15,42
"Newbizz Pipeline",71023.4112903226,"0",518,"Yes","FI","Enterprise","Media & entertainment",2019,57,4.83333333333333,38.3269230769231,136,61,2,0,0.448529411764706,19,10,0.201683054684825,28.25,3,2
"Newbizz Pipeline",2005.37634408602,"0",92,"Yes","FI","Enterprise","Media & entertainment",2019,44,4.71428571428571,28.2439024390244,124,68,5,0,0.548387096774194,20,9,0.20531793036034,26.152,3,1
"Newbizz Pipeline",3897.84946236559,"1",295,"No","DK","C","Travel & Leisure",2019,0,4.70372488511426,26.0515683679166,5,2,2,0,0.4,5,2,0.367182631923119,7.2,17,139
